title,url
" USDA forecasts winter wheat production down in 2020, Releases new data on previously unharvested corn and soybean acreage in four states",https://www.nass.usda.gov/Newsroom/archive/2020/05-12-2020.php
" Preparing for the 2022 Census of Agriculture, NASS sends National Agricultural Classification Survey",https://www.nass.usda.gov/Newsroom/archive/2020/04-13-2020.php
 US Farmers Expect to Plant More Corn and Soybean Acreage,https://www.nass.usda.gov/Newsroom/archive/2020/03-31-2020b.php
 USDA to Hold Online Meeting for Stakeholders to Gather Input about Statistical Programs,https://www.nass.usda.gov/Newsroom/archive/2020/03-31-2020.php
 United States Hog Inventory Up 4 Percent,https://www.nass.usda.gov/Newsroom/archive/2020/03-26-2020.php
" USDA NASS remains operational and reports on schedule amid COVID-19, asks farmers and ranchers to complete surveys online",https://www.nass.usda.gov/Newsroom/archive/2020/03-20-2020.php
 United States Hog Inventory Up 3 Percent,https://www.nass.usda.gov/Newsroom/archive/2019/12-23-2019a.php
 It’s Time to Respond to Census of Horticultural Specialties and Organic Survey,https://www.nass.usda.gov/Newsroom/archive/2019/12-23-2019.php
 USDA Releases the 2018 Census of Aquaculture Results,https://www.nass.usda.gov/Newsroom/archive/2019/12-19-2019.php
 USDA to Conduct the 2019 Census of Horticultural Specialties,https://www.nass.usda.gov/Newsroom/archive/2019/12-03-2019.php
 USDA 2019 Organic Survey to get underway,https://www.nass.usda.gov/Newsroom/archive/2019/11-19-2019.php
 2018 Irrigation and Water Management data now available,https://www.nass.usda.gov/Newsroom/archive/2019/11-13-2019.php
" NASS announces release of 2017 Census of Agriculture Race, Ethnicity, and Gender Profiles",https://www.nass.usda.gov/Newsroom/archive/2019/10-01-2019.php
 Small Area Estimation is Topic of 28th Annual Morris Hansen Lecture,https://www.nass.usda.gov/Newsroom/archive/2019/09-30-2019.php
 United States Hog Inventory Up 3 Percent,https://www.nass.usda.gov/Newsroom/archive/2019/09-27-2019.php
 USDA to Hold Fall Data Users’ Meeting to Hear from Stakeholders about Statistical Programs,https://www.nass.usda.gov/Newsroom/archive/2019/09-20-2019.php
 NASS releases 2017 Census of Agriculture Zip Code Tabulations,https://www.nass.usda.gov/Newsroom/archive/2019/09-18-2019.php
 USDA Forecasts U.S. Corn and Soybean Production Down from 2018,https://www.nass.usda.gov/Newsroom/archive/2019/08-12-2019.php
 Corn Planted Acreage Up 3 Percent from 2018,https://www.nass.usda.gov/Newsroom/archive/2019/06-28-2019.php
 United States Hog Inventory Up 4 Percent,https://www.nass.usda.gov/Newsroom/archive/2019/06-27-2019.php
 NASS Releases Census of Agriculture Congressional District Profiles and Rankings,https://www.nass.usda.gov/Newsroom/archive/2019/06-26-2019.php
 NASS Honors Former Employee in 2019 Hall of Fame,https://www.nass.usda.gov/Newsroom/archive/2019/04-19-2019.php
 2017 Census of Agriculture Data Now Available.,https://www.usda.gov/media/press-releases/2019/04/11/2017-census-agriculture-data-now-available
 USDA to Hold Meeting for Stakeholders to Give Input about Statistical Programs,https://www.nass.usda.gov/Newsroom/archive/2019/04-08-2019.php
 USDA Census of Agriculture One Week Away,https://www.usda.gov/media/press-releases/2019/04/04/usda-census-agriculture-one-week-away
 United States Hog Inventory Up 2 Percent,https://www.nass.usda.gov/Newsroom/archive/2019/03-28-2019.php
 USDA Seeks Nominations for the Advisory Committee on Agriculture Statistics,https://www.nass.usda.gov/Newsroom/archive/2019/03-13-2019.php
" Soybean Production Up in 2018, USDA Reports. Winter Wheat Seedings and Grain Stocks also reported",https://www.nass.usda.gov/Newsroom/archive/2019/02-08-2019.php
"Census of Agriculture Data Collection Tops NASS 2018 Accomplishments, Provides Advancements in Technology and Enhanced Customer Service",https://www.nass.usda.gov/Newsroom/archive/2018/12-21-2018.php
 United States Hog Inventory Up 2 Percent,https://www.nass.usda.gov/Newsroom/archive/2018/12-20-2018.php
 USDA to conduct Census of Agriculture special studies on aquaculture and irrigation this winter,https://www.nass.usda.gov/Newsroom/archive/2018/12-17-2018.php
 Census of Agriculture Website Integrated for Improved Customer Experience (Other improvements ease survey response and data use),https://www.nass.usda.gov/Newsroom/archive/2018/10-09-2018.php
" USDA-NASS announces the 2017 Census of Agriculture response rate, data release details, and upcoming special studies",https://www.nass.usda.gov/Newsroom/archive/2018/10-01-2018.php
 United States Hog Inventory Up 3 Percent,https://www.nass.usda.gov/Newsroom/archive/2018/09-27-2018.php
 Survey Error Buildup is Topic of 27th Annual Morris Hansen Lecture,https://www.nass.usda.gov/Newsroom/archive/2018/09-19-2018.php
 USDA Forecasts Record High Corn Yield and Soybean Production for 2018,https://www.nass.usda.gov/Newsroom/archive/2018/08-10-2018.php
 USDA announces one week left to complete the 2017 Census of Agriculture,https://www.nass.usda.gov/Newsroom/archive/2018/07-24-2018.php
 USDA Statement on Lockup Access,https://www.nass.usda.gov/Newsroom/archive/2018/07-10-2018.php
" USDA Reports Soybean, Corn Acreage Down",https://www.nass.usda.gov/Newsroom/archive/2018/06-29-2018.php
 United States Hog Inventory Up 3 Percent,https://www.nass.usda.gov/Newsroom/archive/2018/06-28-2018.php
 Last chance to complete the 2017 Census of Agriculture,https://www.nass.usda.gov/Newsroom/archive/2018/06-04-2018.php
 U.S. farmers and ranchers: time is running out to complete the 2017 Census of Agriculture - NASS conducting phone and in-person follow-up,https://www.nass.usda.gov/Newsroom/archive/2018/04_24_2018.php
 United States Hog Inventory Up 3 Percent,https://www.nass.usda.gov/Newsroom/archive/2018/03_29_2018-1.php
" U.S. Farmers Expect to Plant More Soybean Acreage than Corn Acreage (Planting Intentions Expected to be Down Slightly from Historic 2017 Record Year, USDA Reports)",https://www.nass.usda.gov/Newsroom/archive/2018/03_29_2018.php
 USDA Wants to Hear from Stakeholders about Statistical Programs,https://www.nass.usda.gov/Newsroom/archive/2018/03_22_2018.php
 Still Time to be Counted in the 2017 Census of Agriculture - NASS to follow-up with producers who have not yet responded,https://www.nass.usda.gov/Newsroom/archive/2018/02_27_2018.php
 Census of Agriculture response deadline one week away,https://www.nass.usda.gov/Newsroom/archive/2018/01_29_2018.php
" Corn Yield and Soybean Production Up in 2017, USDA Reports - Winter Wheat Seedings and Grain Stocks also reported",https://www.nass.usda.gov/Newsroom/archive/2018/01_12_2018.php
 Webinar on Results of First-Ever USDA Local Foods Marketing Practices Survey,https://www.nass.usda.gov/Newsroom/archive/2017/12_27_2017.php
 United States Hog Inventory Up 2 Percent,https://www.nass.usda.gov/Newsroom/archive/2017/12_21_2017.php
 2017 Census of Agriculture Gets Underway - Questionnaires being sent to over 3 million U.S. producers,https://www.nass.usda.gov/Newsroom/archive/2017/11_28_2017.php
 USDA to Measure Final 2017 Row Crop Production and Grain Stocks with Two End-of-Year Surveys,https://www.nass.usda.gov/Newsroom/archive/2017/11_09_2017.php
 USDA'S Advisory Committee on Agriculture Statistics to Meet November 2-3,https://www.nass.usda.gov/Newsroom/archive/2017/10_11_2017.php
 USDA Wants to Hear from Stakeholders about Statistical Programs,https://www.nass.usda.gov/Newsroom/archive/2017/10_05_2017.php
 United States Hog Inventory Up 2 Percent,https://www.nass.usda.gov/Newsroom/archive/2017/09_28_2017.php
 Countdown to Census: What You Need To Know -Only eight weeks until producers start to receive the 2017 Census of Agriculture,https://www.nass.usda.gov/Newsroom/archive/2017/09_25_2017.php
 2016 Sales of U.S. Certified Organic Agricultural Production Up 23 Percent from Previous Year,https://www.nass.usda.gov/Newsroom/archive/2017/09_20_2017.php
 USDA to Measure Small Grains Production with September Surveys,https://www.nass.usda.gov/Newsroom/archive/2017/08_31_2017.php
 USDA Forecasts Record-High Soybean Production in 2017,https://www.nass.usda.gov/Newsroom/archive/2017/08_10_2017.php
" USDA Reports Record High Soybean Acreage, Corn Acres Down",https://www.nass.usda.gov/Newsroom/archive/2017/06_30_2017.php
 United States Hog Inventory Up 3 Percent,https://www.nass.usda.gov/Newsroom/archive/2017/06_29_2017.php
 Farmers and ranchers have one week left to sign up to receive the 2017 Census of Agriculture - NASS debuts new census video and online questionnaire demo,https://www.nass.usda.gov/Newsroom/archive/2017/06_22_2017.php
 USDA to Hold Expert Panel Meeting on Publication of Farm Operator Demographics Public Comments Welcomed,https://www.nass.usda.gov/Newsroom/archive/2017/04_20_2017.php
" U.S. Farmers Expect to Plant Record-High Soybean Acreage Planting Intentions Surpass Historic Soybean Record by 6.05 Million Acres, USDA Reports",https://www.nass.usda.gov/Newsroom/archive/2017/03_31_2017.php
 U.S. Hogs and Pigs Inventory Up 4 Percent,https://www.nass.usda.gov/Newsroom/archive/2017/03_30_2017.php
 Census Of Agriculture Countdown Begins For America’s Farmers And Ranchers,https://www.nass.usda.gov/Newsroom/archive/2017/03_15_2017.php
 NASS Honors Two Former Employees in 2016 Hall of Fame Induction,https://www.nass.usda.gov/Newsroom/archive/2017/02_17_2017.php
 USDA Gathering New Data on Organic Agriculture Production,https://www.nass.usda.gov/Newsroom/archive/2017/01_30_2017.php
 Webinar on Results of First-Ever USDA Local Foods Marketing Practices Survey,https://www.nass.usda.gov/Newsroom/archive/2017/01_17_2017.php
" Corn and Soybean Production Up in 2016, USDA Reports Winter Wheat Seedings and Grain Stocks also reported",https://www.nass.usda.gov/Newsroom/archive/2017/01_12_2017.php
 U.S. Hogs and Pigs Inventory Up 4 Percent,https://www.nass.usda.gov/Newsroom/archive/2016/12_23_2016.php
 USDA to Measure Financial Well-Being of the Dairy Sector,https://www.nass.usda.gov/Newsroom/archive/2016/12_21_2016.php
 USDA Releases Results of First Local Food Marketing Practices Survey,https://www.nass.usda.gov/Newsroom/archive/2016/12_20_16.php
 USDA Sends National Agricultural Classification Survey Ahead of 2017 Census of Agriculture,https://www.nass.usda.gov/Newsroom/archive/2016/12_09_16.php
 USDA Begins National Agricultural Conservation Survey,https://www.nass.usda.gov/Newsroom/archive/2016/11_10_2016.php
 USDA Seeks Nominations for the Advisory Committee on Agriculture Statistics,https://www.nass.usda.gov/Newsroom/archive/2016/11_04_2016.php
 Advisory Committee on Agriculture Statistics to Meet on November 8-9,https://www.nass.usda.gov/Newsroom/archive/2016/10_25_2016.php
 U.S. Hogs and Pigs Inventory Up 2 Percent,https://www.nass.usda.gov/Newsroom/archive/2016/09_30b_2016.php
 U.S. Corn and Soybean Stocks Up from 2015,https://www.nass.usda.gov/Newsroom/archive/2016/09_30_2016.php
 Identifying and Reaching Hard-to-Survey Populations is Topic of 26th Annual Morris Hansen Lecture,https://www.nass.usda.gov/Newsroom/archive/2016/09_29_2016.php
" 2015 Sales from U.S. Certified Organic Production Up 13 Percent from 2014, USDA Reports",https://www.nass.usda.gov/Newsroom/archive/2016/09_15_2016.php
" USDA Looks Into Corn, Potatoes and Vegetable Production Practices",https://www.nass.usda.gov/Newsroom/archive/2016/09_07_2016.php
 USDA Seeks Input from Stakeholders on Statistical Programs,https://www.nass.usda.gov/Newsroom/archive/2016/09_06_2016.php
 USDA Forecasts Record-High Corn and Soybean Production in 2016,https://www.nass.usda.gov/Newsroom/archive/2016/08_12_2016.php
 U.S. Agriculture Production Costs Sharply Decline in 2015,https://www.nass.usda.gov/Newsroom/archive/2016/08_04_2016.php
 USDA Begins Second Year of National Project to Quantify Effects of Agricultural Conservation,https://www.nass.usda.gov/Newsroom/archive/2016/07_27_2016.php
 U.S. Growers Plant Record High Soybeans Acreage in 2016,https://www.nass.usda.gov/Newsroom/archive/2016/06_30_2016.php
 U.S. Hogs and Pigs Inventory Up 2 Percent,https://www.nass.usda.gov/Newsroom/archive/2016/06_24_2016.php
 USDA Launches 2016 Ag Resource Management Survey,https://www.nass.usda.gov/Newsroom/archive/2016/05_31_2016.php
 USDA Releases Results of New Survey on Honey Bee Colony Health,http://www.usda.gov/wps/portal/usda/usdahome?contentid=2016/05/0114.xml&contentidonly=true
 USDA Launches First-Ever Local Foods Survey,https://www.nass.usda.gov/Newsroom/archive/2016/04_07_2016.php
 U.S. Corn Growers Expect a Major Increase in 2016 Acreage,https://www.nass.usda.gov/Newsroom/archive/2016/03_31_2016.php
 U.S. Hogs and Pigs Inventory Up Slightly,https://www.nass.usda.gov/Newsroom/archive/2016/03_25_2016.php
 USDA to Gather New Data on Organic Agriculture Production,https://www.nass.usda.gov/Newsroom/archive/2016/02_01_2016.php
 U.S. Hogs and Pigs Inventory Up 3 Percent from 2015,https://www.nass.usda.gov/Newsroom/archive/2016/01_29_2016.php
U.S. Hogs and Pigs Inventory Up 1 Percent,https://www.nass.usda.gov/Newsroom/archive/2015/12_23_2015a.php
"USDA Begins Surveys to Assess Honey Bee Colony Health, Impact on Agriculture",https://www.nass.usda.gov/Newsroom/archive/2015/12_23_2015.php
USDA Nationwide Farm Management and Conservation Data Gathering Begins Second Phase,https://www.nass.usda.gov/Newsroom/archive/2015/12_14_2015.php
"Sales from U.S. Horticulture Operations Up 18 Percent in Five Years, USDA Reports",https://www.nass.usda.gov/Newsroom/archive/2015/12_14_2015_b.php
 NASS Invites Public to 25th Annual Morris Hansen Lecture,https://www.nass.usda.gov/Newsroom/archive/2015/11_10_2015.php
 CORRECTION: Advisory Committee on Agriculture Statistics to Meet on November 4-5,https://www.nass.usda.gov/Newsroom/archive/2015/11_03_2015.php
 Advisory Committee on Agriculture Statistics to Meet on November 4-5,https://www.nass.usda.gov/Newsroom/archive/2015/10_19_2015.php
 USDA Agencies to Hold Public Meeting for Data Users,https://www.nass.usda.gov/Newsroom/archive/2015/10_07_2015.php
 U.S. Hogs and Pigs Inventory Up 4 Percent,https://www.nass.usda.gov/Newsroom/archive/2015/09_25_2015.php
 USDA NASS Begins Gathering Food Safety Data About Fruit and Vegetable Operations Nationwide,https://www.nass.usda.gov/Newsroom/archive/2015/09_22_2015.php
" Sales from U.S. Organic Farms Up 72 Percent, USDA Reports",https://www.nass.usda.gov/Newsroom/archive/2015/09_17_2015.php
 Most of the U.S. Rented Farmland is Owned by Non-Farmers,https://www.nass.usda.gov/Newsroom/archive/2015/08_31_2015.php
 USDA Report Shows Increasing Internet Access on U.S. Farms,https://www.nass.usda.gov/Newsroom/archive/2015/08_19_2015.php
 USDA Forecasts Third Largest Corn Crop on Record,https://www.nass.usda.gov/Newsroom/archive/2015/08_12_2015.php
 U.S. Agriculture Production Cost Nearly $400 Billion in 2014,https://www.nass.usda.gov/Newsroom/archive/2015/08_04_2015.php
 USDA NASS Begins Project to Gather Conservation Data Nationwide,https://www.nass.usda.gov/Newsroom/archive/2015/07_23_2015.php
 U.S. Soybean Growers Slated for Another Record Year,https://www.nass.usda.gov/Newsroom/archive/2015/06_30_2015.php
 U.S. Hogs and Pigs Inventory Up 9 Percent,https://www.nass.usda.gov/Newsroom/archive/2015/06_26_2015.php
 USDA Releases 2014 Chemical Use Data for Corn and Fall Potatoes,https://www.nass.usda.gov/Newsroom/archive/2015/05_14_2015.php
 Fact Sheet: Poultry Production Statistics and Report,http://www.usda.gov/documents/nass-poultry-stats-factsheet.pdf
U.S. Farmers Expect to Plant Record-High Soybean Acreage Again,https://www.nass.usda.gov/Newsroom/archive/2015/03_31_2015.php
U.S. Hogs and Pigs Inventory Up 7 Percent,https://www.nass.usda.gov/Newsroom/archive/2015/03_27_2015.php
Family Farms are the Focus of New Agriculture Census Data,http://www.usda.gov/wps/portal/usda/usdahome?contentid=2015/03/0066.xml&contentidonly=true
 First Report under New Current Agricultural Industrial Reports Program Released Today,https://www.nass.usda.gov/Newsroom/archive/2015/02_19_2015.php
 U.S. Cattle Inventory Up 1 Percent from 2014,https://www.nass.usda.gov/Newsroom/archive/2015/01_30_2015.php
 Nationwide USDA Organic Survey Underway,http://www.usda.gov/wps/portal/usda/usdahome?contentid=2015/01/0020.xml&contentidonly=true
 U.S. Hogs and Pigs Inventory Up 2 Percent,https://www.nass.usda.gov/Newsroom/archive/2014/12_23_2014.php
 USDA to Gauge Farmland Ownership and Farm Economics,https://www.nass.usda.gov/Newsroom/archive/2014/12_23_2014 (2).php
 Happy Holidays from NASS,https://www.nass.usda.gov/Newsroom/archive/2014/Holiday_Fruit_cake_infographic_2014.pdf
 USDA Conducting 2014 Census of Horticulture,https://www.nass.usda.gov/Newsroom/archive/2014/12_10_2014.php
 Thanksgiving by the Numbers,https://www.nass.usda.gov/Newsroom/archive/2014/thanksgiving_by_the_numbers.pdf
 Advisory Committee on Agriculture Statistics to Meet on December 2–3,https://www.nass.usda.gov/Newsroom/archive/2014/11_17_2014.php
 USDA Reports 55.3 Million Acres of Irrigated U.S. Farmland,https://www.nass.usda.gov/Newsroom/archive/2014/11_13_2014.php
" USDA Reports Corn, Soybeans on Track for Record-high Yield, Production",https://www.nass.usda.gov/Newsroom/archive/2014/11_10_2014.php
" New Web Tool Allows Users to Visualize, Analyze Agriculture Data",https://www.nass.usda.gov/Newsroom/archive/2014/10_27_2014.php
" Organic Farms Connect Consumers with their Food, USDA Agriculture Census Reports",https://www.nass.usda.gov/Newsroom/archive/2014/09_30_2014 (2).php
" USDA Reports Corn Stocks Up 50 Percent, Soybean Stocks Down 35 Percent from 2013",https://www.nass.usda.gov/Newsroom/archive/2014/09_30_2014.php
 USDA Releases 2013 Census of Aquaculture Results,https://www.nass.usda.gov/Newsroom/archive/2014/09_29_2014 (2).php
 USDA Launches Current Agricultural Industrial Reports Program,https://www.nass.usda.gov/Newsroom/archive/2014/09_29b_2014.php
 USDA Seeks Nominations for the Advisory Committee on Agriculture Statistics,https://www.nass.usda.gov/Newsroom/archive/2014/09_29_2014.php
 U.S. Hogs and Pigs Inventory Down 2 Percent,https://www.nass.usda.gov/Newsroom/archive/2014/09_26_2014.php
 New Agriculture Data Released Today for American Indian Reservations,https://www.nass.usda.gov/Newsroom/archive/2014/08_29_2014.php
 USDA Continues to Seek Input for the 2017 Census of Agriculture,https://www.nass.usda.gov/Newsroom/archive/2014/08_19_2014.php
 USDA Forecasts Record-High Corn and Soybean Production in 2014,https://www.nass.usda.gov/Newsroom/archive/2014/08_12_2014.php
 U.S. Farm Production Expenditures Top $367 Billion in 2013,https://www.nass.usda.gov/Newsroom/archive/2014/08_01_2014.php
 Congressional District Profiles from the Agriculture Census Provide New Decision-Making Tools for Leaders,https://www.nass.usda.gov/Newsroom/archive/2014/07_28_2014.php
 U.S. Cattle Inventory Down 3 Percent from 2012,https://www.nass.usda.gov/Newsroom/archive/2014/07_25_2014.php
" USDA Reports Record High Soybean Acreage, Corn Acres Down",https://www.nass.usda.gov/Newsroom/archive/2014/06_30_2014.php
 U.S. Hog and Pigs Inventory Down 5 Percent,https://www.nass.usda.gov/Newsroom/archive/2014/06_27_2014.php
 USDA Releases 2012 Puerto Rico Census of Agriculture,https://www.nass.usda.gov/Newsroom/archive/2014/06_27_2014 (2).php
 USDA Invites Suggestions for the 2017 Census of Agriculture,https://www.nass.usda.gov/Newsroom/archive/2014/06_24_2014.php
 USDA Publishes Census of Agriculture State and County Profiles,https://www.nass.usda.gov/Newsroom/archive/2014/05_29_2014.php
 2012 Census of Agriculture Reveals New Trends in Farming,https://www.nass.usda.gov/Newsroom/archive/2014/05_02_2014.php
 New Agriculture Census Date Coming May 2,https://www.nass.usda.gov/Newsroom/archive/2014/04_28_2014.php
 USDA Announces Release Date for the Final 2012 Census of Agriculture Report,https://www.nass.usda.gov/Newsroom/archive/2014/04_09_2014.php
 U.S. Farmers Expect to Plant Record-High Soybean Acreage,https://www.nass.usda.gov/Newsroom/archive/2014/03_31_2014.php
 U.S. Hog and Pigs Inventory Lowest Since 2007,https://www.nass.usda.gov/Newsroom/archive/2014/03_28_2014.php
 NASS Honors Five Former Employees in Inaugural Hall of Fame Ceremony,https://www.nass.usda.gov/Newsroom/archive/2014/03_27_2014.php
 2012 Census of Agriculture Preliminary Results Show Growing Farm Economy (CORRECTED),https://www.nass.usda.gov/Newsroom/archive/2014/02_20_2014.php
 USDA to Release Census of Agriculture Data on February 20,https://www.nass.usda.gov/Newsroom/archive/2014/02_06_2014.php
 USDA Reminds Producers to Return their Census of Aquaculture Forms,https://www.nass.usda.gov/Newsroom/archive/2014/01_16_2014.php
 USDA Surveys On-Farm Irrigation Practices,https://www.nass.usda.gov/Newsroom/archive/2014/01_06_2014.php
 USDA Agency Establishes Leadership Award in Honor of Scranton Native,https://www.nass.usda.gov/Newsroom/archive/2013/12_26_2013-1.php
 San Antonio Native Receives Federal Leadership and Service Award Posthumously,https://www.nass.usda.gov/Newsroom/archive/2013/12_26_2013-2.php
 Corn Growers Remain on Track for Record Production Year,https://www.nass.usda.gov/Newsroom/archive/2013/11_08_2013.php
 Advisory Committee on Agriculture Statistics to Meet on November 13-14,https://www.nass.usda.gov/Newsroom/archive/2013/11_04_2013.php
 USDA Announces Cancellation and Postponement of Selected Reports Impacted by the Lapse in Federal Funding,http://www.usda.gov/wps/portal/usda/usdahome?contentid=2013/10/0194.xml&navid=NEWS_RELEASE&navtype=RT&parentnav=LATEST_RELEASES&edeployment_action=retrievecontent
 USDA Reports Corn and Soybean Stocks Down 17 Percent from 2012,https://www.nass.usda.gov/Newsroom/archive/2013/09_30_2013.php
 New Classroom Lesson Uses Food Preference to Teach Statistical and Agricultural Literacy,https://www.nass.usda.gov/Newsroom/archive/2013/08_28_2013.php
 USDA Forecasts Record-High Corn Production in 2013,https://www.nass.usda.gov/Newsroom/archive/2013/08_12_2013.php
 U.S. Farm Production Expenditures Keep Climbing,https://www.nass.usda.gov/Newsroom/archive/2013/08_02_2013.php
 Historic Agricultural Data Now Online,https://www.nass.usda.gov/Newsroom/archive/2013/07_30_2013.php
 U.S. Corn Acreage Up For Fifth Straight Year,https://www.nass.usda.gov/Newsroom/archive/2013/06_28_2013.php
 USDA to Interview Farmers and Ranchers for Crop and Livestock Reports,https://www.nass.usda.gov/Newsroom/archive/2013/05_22_2013.php
 USDA Announces Final Call for 2012 Census of Agriculture,http://www.usda.gov/wps/portal/usda/usdahome?contentid=2013/05/0088.xml&contentidonly=true
  USDA Expects Record-High Combined Corn and Soybean Acreage,https://www.nass.usda.gov/Newsroom/archive/2013/03_28_2013.php
 Grow Your Farm Future with the 2012 Census of Agriculture,https://www.nass.usda.gov/Newsroom/archive/2013/03_19_2013.php
 USDA Delivers Satellite-based Vegetative Crop Condition Information Service,https://www.nass.usda.gov/Newsroom/archive/2013/03_06_2013.php
